news_id,text
1602001098988720599,"에너지연-캐나다 ""수소·배터리 공동 연구"" 29~30일 현지서 한-캐 배터리 R&D 워크숍…인력 교류도 추진한국에너지기술연구원(KIER, 원장 이창근)이 캐나다 국립연구위원회 청정에너지혁신센터(NRC CEI)와 공동연구 협약(LOI)을 체결했다.

KIER은 캐나다 몬트리올에서 29~30일(현지시간) 이틀간 열린 ‘제4차 한-캐 배터리 R&D 워크숍’에 앞서 이 같은 협약을 체결했다고 밝혔다.

KIER는 지난 2022년 캐나다국립연구위원회(NRC), 캐나다 천연자원부(NRCan)와 주최한 워크숍을 시작으로 올해까지 4회째 배터리 기술 특화 워크숍을 개최해왔다."
1601983384840704219,"에너지硏, 캐나다와 ‘배터리 핵심광물’ 공급망 확대 협력 한국-캐나다 배터리 R&D 워크숍 주요 참석자들이 기념촬영을 하고 있다.

한국에너지기술연구원은 29~30일(현지시간) 캐나다 몬트리올에서 ‘제4차 한-캐 배터리 R&D 워크숍’을 개최했다.

에너지연은 2022년 캐나다국립연구위원회(NRC), 캐나다 천연자원부(NRCan)와 주최한 워크숍을 시작으로 올해까지 4회째 배터리 기술 특화 워크숍을 지속 개최하고 있다."
1601979311647232077,"에너지硏, 캐나다와 '배터리·수소 기술' R&D 협력 강화 에너지연이 주관한 이번 워크숍에는 NST(국가과학기술연구회), NRC(캐나다국립연구위원회) 등 양국 대표 기관과 포스코퓨처엠, 캐나다 맥길대 등 총 18개 산학연이 참가해 리튬이온 배터리 음극재, 전고체 전지, 재활용 기술, 핵심 광물 공급망 등 배터리 분야의 핵심 현안을 논의했다.

워크숍에 앞서 에너지연은 NRC와 만나 한-캐 배터리 기술 공동연구센터 설립 가능성과 정부 주도의 공동 연구펀드 조성안을 논의했다고 밝혔다.

에너지연은 2022년 워크숍을 시작으로 올해까지 4회째 배터리 기술 특화 워크숍을 개최했으며, 2023년부터는 한국-캐나다 대표 기관과 기업, 대학까지 참가 범위를 확대했다."
1601681574884151536,"포스코퓨처엠, 1조1069억원 유상증자 납입 완료…신주 1148만주 발행 포스코퓨처엠은 약 1조1069억원 규모의 주주배정 후 실권주 일반공모 방식 유상증자에 대한 납입을 완료했다고 29일 공시했다.

이번 유상증자로 총 1148만3000주의 신주가 발행됐다.

납입일은 이달 29일, 신주 상장 예정일은 8월8일이다."
1602372166152753709,"삼성전자 2분기 영업익 4.7조 매출은 전년 같은 기간보다 1% 성장에 그쳤고, 영업이익은 5.8% 감소했다.

1분기 출시한 갤럭시 S25 시리즈의 판매량이 2분기 들어 줄었지만 여전히 양호한 흐름이 지속되면서 전년 동기 대비 매출과 영업이익 모두 성장했다.

가전·TV 사업부의 2분기 매출은 14조1000억원, 영업이익은 2000억원에 그쳐 전년 동기 대비 각각 2%, 60% 하락했다."
1602372166152753714,"삼성전자 “관세타결로 불확실성 감소” ▶“하반기 턴어라운드 착실히 준비…반도체 관세 예의주시”=박순철 삼성전자 최고재무책임자(CFO·부사장)는 31일 진행된 2분기 실적 콘퍼런스 콜에서 “2분기를 저점으로 하반기에 반등하는 ‘상저하고’를 예상한다”며 “DS부문은 근본적인 기술 경쟁력 회복에 전사적 노력을 집중하고 있다”고 강조했다.

이어 “2분기 재고자산 충당금 반영으로 비효율을 정리하는 등 하반기 턴어라운드를 위한 준비를 착실히 진행하고 있다”며 “첨단 반도체 기술 경쟁력을 지속 강화하고 고부가 제품 및 AI 제품 수요에 적극 대응하겠다”고 밝혔다.

▶파운드리 적자 축소·HBM4 샘플 출하 관건=반도체 업계는 최근 삼성전자와 테슬라가 맺은 22조8000억원 규모의 AI 칩 공급 계약을 계기로 향후 파운드리 사업부의 반등 강도에 주목하고 있 ..."
1602371740397342875,"[관세타결] ""큰 고비 넘었다""…시한 목전 극적타결에 한숨 돌린 대통령실 여기에는 일본과 비교하더라도 우리 정부의 협상 결과가 나쁘지 않다는 인식도 깔린 것으로 보인다.

다만 대통령실은 이번 협상 결과가 산업계에 실제로 어떤 영향을 줄지에 촉각을 곤두세우고 있다.

김 실장은 이날 브리핑에서 ""(이 대통령의) 대외적인 행보는 협상과 관련됐기 때문에 드러나지 않았을 뿐""이라고 설명하기도 했다."
1602371147285008596,"삼성전자, 2Q 스마트폰 5800만대 출하…AI폰 주도권 확보(종합) 2Q 영업익 3.1조원 전년比 39% 증가 갤러시A 시리즈 약진에 판매량 견조...ASP는 소폭 하락 하반기 폴더블·S25 플래그십 중심 판매 지속 “갤럭시 트라이폴드 신제품, 연내 출시 목표”[이데일리 윤정훈 기자]삼성전자(005930)가 플래그십 스마트폰 판매 호조와 AI 전략 고도화를 앞세워 MX(모바일경험) 사업부의 수익성 방어에 성공했다.

특히 플래그십 모델 ‘갤럭시 S25’ 시리즈의 판매 호조와 AI 기능이 탑재된 중저가형 스마트폰인 갤럭시 A시리즈가 실적 방어를 견인했다.

삼성전자 관계자는 “AI 기능이 삼성 스마트폰 전반에 자연스럽게 통합되는 ‘갤럭시 AI 생태계’ 고도화에 역량을 집중하고 있다”며 “하반기에도 플래그십 중심의 수익성 전략을 강화하고, 차별화된 AI 경험을 통해 사용자 실사 ..."
1602370135732129903,"삼성전자 ""HBM4 샘플 이미 출하…내년 수요에 적기 대응"" 하반기 HBM3E 출하량 비중 확대…1c D램 설비투자도 진행 중31일 삼성전자는 2분기 실적발표 컨퍼런스콜에서 ""HBM4 제품은 개발을 완료해 주요 고객사에 샘플을 이미 출하했다""며 ""내년 HBM4 수요가 본격 확대되는 추세에 맞춰 적기에 공급을 늘려나갈 예정""이라고 밝혔다.

삼성전자는 1c(6세대 10나노급) D램 기반의 HBM4를 개발해 왔다.

1c D램의 생산능력 확대를 위한 설비투자도 진행 중이다."
1602369369793499314,"삼성전자 ""협상 타결로 불확실성 감소...추가논의 주시"" 또, 8월 중순 발표가 예상되는 반도체 관련 무역확장법 조사 결과도 예의주시하고 있으며 스마트폰 등 완제품에 영향이 있는 만큼 미국 상무부 조사에 직간접적으로 의견을 전달해왔다고 설명했습니다.

그러면서 반도체 관련 리스크를 다각도로 분석해 리스크를 최소화하는 쪽으로 대응방안을 마련할 것이라고 덧붙였습니다.

삼성전자는 이번 수주 성공을 계기로 향후 대형 고객 수주도 기대된다며 올해 공장 투자는 설비투자 내에서 집행하고, 내년은 테일러 공장 가동에 대비해 케팩스 투자가 더 늘어날 것이라고 밝혔습니다."
1602369001160315019,"[사설] 최악 피했지만 대가 큰 관세, 민관 하나돼 위기를 기회로 도널드 트럼프 미국 대통령과 한국 무역협상단이 이날 백악관에서 만난 뒤 양국은 미국에 수출되는 한국산 상품에 대한 관세를 기존 25%에서 15%로 낮추기로 합의했다고 각각 발표했다.

이재명 대통령은 이날 페이스북을 통해 ‘3500억달러 펀드’가 “양국 전략산업 협력의 기반을 공고히 하는 것으로 조선, 반도체, 이차전지, 바이오, 에너지 등 우리가 강점을 가진 산업 분야에서 우리 기업들의 적극적인 미국 시장 진출을 돕는 역할을 할 것”이라고 했다.

대미 투자를 한미간 협력 강화와 우리 기업의 미국 시장 진출 등 국익 극대화로 이어가기 위해선 앞으로도 민관이 하나돼야 한다."
1602365812289703975,"쌀·소고기 지켰지만…車 관세 0%→15%·GDP 대비 큰 투자 '아쉬움' 협상 결과 우리나라는 일본·EU와 동일하게 25%의 상호관세를 15%로 낮췄고, 자동차 품목 관세는 15%로 하향조정했으며 추후 부과될 반도체·의약품 관세도 최혜국 대우를 약속받았다.

일본 협상보다 유리…""안전장치 많이 포함"" 또한 먼저 미국과 합의한 일본의 대미투자펀드에 비해 우리나라가 유리한 점도 많다고 대통령실은 설명했다.

김 실장은 ""마지막까지 (자동차 관세) 12.5%를 최선을 다해서 주장했지만, 미국 측은 '대통령은 모두 15%'라고 했다""며 ""여러 협상을 보면 WTO나 FTA 체제와 전혀 다른 방식으로 전개되고 있어서 많이 바뀌고 있다고 이해하고 있어 아쉬운 부분""이라고 밝혔다."
1602360654000427404,"미래에셋증권 마스터스 아카데미, ‘금융·건강·예술의 만남’ 개최 의료 경험·자산 형성·공연 등 다양한 주제 진행 미래에셋증권 The Sage 강남파이낸스센터가 내달 13일 ‘금융·건강·예술의 만남’을 주제로 제 12회 ‘미래에셋 마스터스 아카데미’를 개최한다고 31일 밝혔다.

첫 번째 강연은 국내 안과 명의 이성진 원장이 맡아 ‘나는 망막한 의사입니다’를 주제로 본인의 의료 경험을 나눈다.

두 번째 강연은 미래에셋증권 The Sage 강남파이낸스센터 정윤석 이사가 진행한다."
1602354554660327725,"관세 타결로 GDP 9조 손실 면해…0%대 성장률 반등 모멘텀 관세 불확실성 벗어난 한국 경제 수출 충격 우려 상당 부분 사라져 내수 회복 지속되면 반등할 수도 오는 8월 1일부터 부과 예정이던 상호관세를 25%에서 15%로 낮추는 협상에 정부가 성공하면서 저성장 우려도 상당 부분 덜어내게 됐다.

앞서 합의했던 일본과 비슷한 수준으로 협상이 마무리되면서 시장이 우려했던 수출 측면의 불확실성이 상당 부분 줄었다.

수출 경쟁국인 일본 수준으로 관세 협상이 마무리되면서 성장률에 미치는 영향도 미미할 것으로 분석됐다."
1602353028369879114,"미래에셋증권, The Sage 강남 '금융·건강·예술의 만남' 아카데미 개최 미래에셋증권 The Sage 강남파이낸스센터는 오는 8월 13일 '금융·건강·예술의 만남'을 주제로 제 12회 '미래에셋 마스터스 아카데미'를 개최한다고 31일 밝혔다.

두 번째 강연은 미래에셋증권 The Sage 강남파이낸스센터 정윤석 이사가 진행한다.

세 번째 강연은 박형진 작가의 미디어아트 전시다."
1602329111244706396,"미래에셋證 ""최악의 '25% 관세' 피한 것 만으로 투자환경 안정"" 서상영 미래에셋증권 연구원은 31일 ""시장은 한·미 무역협정 타결로 인해 한국 주식시장에는 긍정적으로 반응을 보일 것으로 기대하고 있다""며 ""미국이 한국 제품에 대해 25% 관세를 부과하는 최악의 시나리오 만으로도 투자 환경이 안정됐다고 평가한다""고 설명했다.

도널드 트럼프 미국 대통령이 30일(현지시간) 한국에 대한 상호관세율을 기존 통보했던 25%에서 15%로 낮추기로 합의했다고 발표했다.

트럼프 대통령은 한국이 3500억 달러(약 490조 원) 규모를 미국에 투자하기로 했으며 1000억 달러(약 140조 원) 상당의 액화천연가스(LNG) 또는 기타 에너지 제품을 수입하기로 했다고 밝혔다."
1602320999414632645,"[굿모닝 증시]빅테크 호실적·관세 15% 합의…韓증시 일단 안도 美 Fed, 금리 동결…매파적 입장 유지 한미 관세 협상 타결…25% 최악은 피해 무역수지 악화 우려도…""기업 실적 주시해야""제롬 파월 미국 연방준비제도(Fed) 의장이 기준금리를 동결하고 현 통화정책을 '완만하게 제약적'이라고 평가하며 매파적 입장을 이어갔다.

Fed가 매파적 입장을 유지했지만 빅테크 실적이 미국 증시를 지탱했다.

도널드 트럼프 미국 대통령이 한국에 대해 15%의 상호관세를 부과하겠다고 밝힌 점도 국내 증시에 긍정적으로 작용할 것으로 보인다."
1602144604587692622,"""쉐어칸은 잠자는 호랑이…WM 노하우 결합 시너지 극대화"" 강 대표는 “당시 브로커리지가 강했던 대우증권과 WM 사업에서 우위를 보였던 미래에셋증권이 만나 엄청난 시너지를 창출했다”며 “현재 인도법인과 쉐어칸 합병도 비슷한 사례라고 생각한다”고 말했다.

강 대표는 특히 적립식펀드(SIP) 사업 확대 가능성에 눈길을 뒀다.

강 대표는 지난달 미래에셋증권 베트남법인에서 인도법인으로 자리를 옮겼다."
1601917113918951777,"[교육이 미래다] 리더들에게 꼭 필요한 인문학적 지혜, 실천적 통찰 얻는 성찰의 여정 제공 서울대학교 최고지도자 인문학과정 사회지도급 인사 대상으로 개설 다양한 강사진, 20주에 걸친 강의 ‘AFP’ 제35기 과정 수강생 모집 오랜 역사를 지닌 서울대학교 ‘최고지도자 인문학과정(AFP)’이 현재 제35기 과정 수강생을 모집한다.

오는 9월부터 내년 1월까지 20주에 걸친 AFP의 강의와 다양한 프로그램의 강사진은 대부분 서울대학교 교수로 이뤄져 있다.

인문학적 지혜와 실천적 통찰을 동시에 얻을 수 있는 이 과정은 지금의 리더들에게 꼭 필요한 성찰의 여정을 제공할 것이다."
1601750631088001537,"국내외 활로 넓혀가는 '선박 공기청정'… 삼성重에도 납품 한국해양대 자회사 엔팩에스앤지 152K급 신조 선박에 납품 계약 방글라데시·해군 등 발주 잇따라 ""선박 전문 헬스케어 솔루션 확대"" 국립한국해양대학교는 기술지주 자회사이자 해양벤처진흥센터 입주기업인 엔팩에스앤지가 최근 삼성중공업이 건조 중인 차코스(Tsakos) 그룹의 152K급 셔틀탱커에 자사의 선박용 공기 살균·정화 시스템 '스마트 에어 세이프(Smart Air Safe)'를 납품했다고 29일 밝혔다.

이 기업은 대한조선에서 건조하는 방글라데시 에너지·해운 전문기업 MJL 방글라데시의 115K급 신조선박에도 스마트 에어 세이프와 공기 정화 필터 '클린 에어 세이프(Clean Air Safe)'를 함께 공급하며 선박 공기질 관리 기술에 대한 신뢰도를 입증했다.

올해 초에는 소방청 소속 소방선에 스마트  ..."
1601637988494872841,"한국해양대 자회사 엔팩에스앤지, 신조선 셔틀탱커에 공기정화 시스템 공급 국립한국해양대학교는 기술지주 자회사이자 해양벤처진흥센터 입주기업인 엔팩에스앤지가 최근 삼성중공업이 건조 중인 차코스(Tsakos) 그룹의 152K급 셔틀탱커에 자사의 선박용 공기 살균·정화 시스템 ‘스마트 에어 세이프(Smart Air Safe)’를 납품했다고 29일 밝혔다.

이 기업은 대한조선에서 건조하는 방글라데시 에너지·해운 전문기업 MJL 방글라데시의 115K급 PC & COT Carrier에도 스마트 에어 세이프와 공기 정화 필터 ‘클린 에어 세이프(Clean Air Safe)’를 함께 공급하며 선박 공기질 관리 기술에 대한 신뢰도를 입증했다.

올해 초에는 소방청 소속 소방선에 스마트 에어 세이프를 납품, 공공부문에서도 꾸준한 발주 흐름을 이어가고 있다 엔팩에스앤지 김명수 대표는 “단순한 공기정 ..."
1601596288741281925,"""이익률 본격 성장 삼성중공업, LNG 믿고 간다""[클릭 e종목] 군함은 없지만 독보적 FLNG(부유식 액화천연가스 생산설비) 경쟁력으로 안정적인 성장을 보일 것이라는 분석이다.

삼성중공업은 올해 2분기 매출 2조6830억원, 영업이익 2048억원을 기록했다.

조업일수 증가와 저가 수주물량 소진, FLNG 매출 비중 확대 등의 효과로 시장 기대치를 웃도는 성과를 거뒀다."
1601377172814172262,"거제 장평동 지역사회보장협의체, 여름방학 해피밀 전달 결식 우려 아동에 반찬·영양제 2022년부터 삼성중공업 후원 경남 거제시 장평동 지역사회보장협의체가 여름방학을 맞아 저소득 가정을 위한 특별한 선물을 전달했다.

지역에 사업장을 둔 삼성중공업 후원으로 2022년부터 시행해 오고 있다.

4년째 후원을 이어오고 있는 삼성중공업 이상억 총무팀장은 “지속적인 사회공헌활동으로 지역과 함께하는 기업이 되겠다”고 약속했다."
1601231049482965056,"선박운전도 인공지능으로 똑똑하게…디지털트윈으로 협업 KIAT, 산업 AI 활용 촉진 R&D 사업 현장 점검·간담회한국산업기술진흥원(KIAT·원장 민병주)은 중소조선연구원 사무소를 찾아 현재 추진 중인 인공지능(AI) 기반 조선 분야 실증 사업 현황을 점검하고 애로사항을 청취하는 현장 간담회를 개최했다고 밝혔다.

민병주 KIAT 원장은 “조선 산업은 북극항로 개척과 글로벌 제조 리더십을 확보하기 위한 한국 제조업의 핵심 분야로, AI를 활용한 디지털 전환이 시급한 상황”이라며 “주력 산업 내 AI 플랫폼 사용을 확신시켜 기업 간 데이터 공유와 산업 공통 문제에 대응할 수 있도록 지원하겠다”고 말했다.

한편, KIAT는 ‘산업 디지털 전환 촉진법’에 따른 산업 AI 활용 촉진 전문기관으로, 올해 하반기에는 추경을 통해 산업현장에 AI 솔루션을 보급해 실증·확 ..."
